donor_id,donation_count,total_donations,average_donation,days_since_last_donation,donations_last_30_days,donations_last_90_days,donations_last_365_days,campaign_count
DNR-01837,5,1184.17,236.83,0.0,1,1,2,5
DNR-01838,7,1938.96,276.99,318.0,0,0,4,7
DNR-01839,6,1837.86,306.31,320.0,0,0,1,6
DNR-01840,3,2114.19,704.73,13.0,1,1,3,3
DNR-01841,3,2152.09,717.36,663.0,0,0,0,3
DNR-01842,4,648.43,162.11,178.0,0,0,2,4
DNR-01843,6,379.59,63.26,30.0,1,5,6,6
DNR-01844,6,2720.06,453.34,9.0,4,6,6,6
DNR-01845,5,774.54,154.91,67.0,0,2,5,5
DNR-01846,2,577.61,288.8,416.0,0,0,0,2
DNR-01847,6,1105.86,184.31,16.0,2,2,4,6
DNR-01848,6,707.38,117.9,63.0,0,1,1,6
DNR-01849,5,520.91,104.18,355.0,0,0,1,5
DNR-01850,3,2297.54,765.85,43.0,0,1,1,3
DNR-01851,5,313.62,62.72,105.0,0,0,2,5
DNR-01852,1,28.83,28.83,162.0,0,0,1,1
DNR-01853,3,414.59,138.2,101.0,0,0,3,3
DNR-01854,6,2413.97,402.33,96.0,0,0,2,6
DNR-01855,3,840.88,280.29,528.0,0,0,0,3
DNR-01856,7,411.03,58.72,157.0,0,0,1,7
DNR-01857,7,93602.76,13371.82,23.0,2,2,3,7
DNR-01858,8,1650.95,206.37,728.0,0,0,0,8
DNR-01859,1,92.64,92.64,1169.0,0,0,0,1
DNR-01860,12,1593.63,132.8,267.0,0,0,2,10
DNR-01861,8,2849.07,356.13,134.0,0,0,4,8
DNR-01862,6,4593.49,765.58,223.0,0,0,1,6
DNR-01863,7,731.88,104.55,249.0,0,0,2,7
DNR-01864,5,2130.18,426.04,16.0,1,1,2,5
DNR-01865,7,3004.27,429.18,530.0,0,0,0,7
DNR-01866,6,4976.2,829.37,22.0,1,2,5,6
DNR-01867,4,24687.91,6171.98,182.0,0,0,3,4
DNR-01868,9,774.57,86.06,133.0,0,0,3,9
DNR-01869,3,484.04,161.35,166.0,0,0,1,3
DNR-01870,4,245.16,61.29,73.0,0,1,2,3
DNR-01871,5,346.95,69.39,151.0,0,0,3,5
DNR-01872,4,562.27,140.57,397.0,0,0,0,4
DNR-01873,4,1984.26,496.06,29.0,1,1,2,4
DNR-01874,4,3700.09,925.02,494.0,0,0,0,4
DNR-01875,5,2495.75,499.15,20.0,1,3,5,5
DNR-01876,4,195.7,48.92,35.0,0,1,1,4
DNR-01877,6,4700.89,783.48,21.0,1,1,1,6
DNR-01878,7,1008.03,144.0,127.0,0,0,2,6
DNR-01879,4,1419.22,354.8,134.0,0,0,4,4
DNR-01880,4,28035.64,7008.91,1077.0,0,0,0,3
DNR-01881,5,1648.44,329.69,368.0,0,0,0,4
DNR-01882,7,2883.52,411.93,5.0,1,7,7,7
DNR-01883,7,812.86,116.12,22.0,1,2,4,6
DNR-01884,4,932.18,233.04,21.0,1,1,1,3
DNR-01885,6,524.14,87.36,135.0,0,0,2,6
DNR-01886,3,2254.82,751.61,683.0,0,0,0,3
DNR-01887,4,493.13,123.28,320.0,0,0,1,4
DNR-01888,3,580.45,193.48,627.0,0,0,0,3
DNR-01889,12,65931.73,5494.31,16.0,4,8,12,12
DNR-01890,8,633.87,79.23,67.0,0,2,2,7
DNR-01891,4,2038.36,509.59,0.0,1,1,3,4
DNR-01892,4,724.07,181.02,47.0,0,1,1,4
DNR-01893,8,1340.51,167.56,68.0,0,3,8,8
DNR-01894,7,747.18,106.74,30.0,1,2,7,6
DNR-01895,3,2527.83,842.61,17.0,1,1,3,3
DNR-01896,2,165.86,82.93,694.0,0,0,0,2
DNR-01897,6,1164.14,194.02,86.0,0,1,1,6
DNR-01898,7,975.28,139.33,164.0,0,0,4,6
DNR-01899,5,517.25,103.45,156.0,0,0,3,5
DNR-01900,6,2441.05,406.84,287.0,0,0,1,6
DNR-01901,6,1213.04,202.17,5.0,2,6,6,6
DNR-01902,2,137.57,68.78,217.0,0,0,2,2
DNR-01903,6,427.22,71.2,81.0,0,1,1,6
DNR-01904,3,386.82,128.94,1.0,1,2,3,3
DNR-01905,5,1996.92,399.38,37.0,0,5,5,5
DNR-01906,8,2534.27,316.78,6.0,3,8,8,8
DNR-01907,2,95.01,47.5,1132.0,0,0,0,2
DNR-01908,5,3978.93,795.79,43.0,0,1,1,5
DNR-01909,4,657.08,164.27,14.0,2,2,4,4
DNR-01910,4,943.03,235.76,78.0,0,1,2,4
DNR-01911,2,713.89,356.95,10.0,1,1,1,2
DNR-01912,4,1976.56,494.14,27.0,1,1,2,4
DNR-01913,4,563.64,140.91,44.0,0,1,4,4
DNR-01914,3,599.21,199.74,37.0,0,1,2,3
DNR-01915,3,2234.11,744.7,221.0,0,0,2,3
DNR-01916,7,2107.89,301.13,52.0,0,5,7,7
DNR-01917,6,1383.97,230.66,81.0,0,2,4,6
DNR-01918,2,80.51,40.25,28.0,1,1,1,2
DNR-01919,7,4424.54,632.08,319.0,0,0,1,7
DNR-01920,9,1492.99,165.89,487.0,0,0,0,9
DNR-01921,9,1664.76,184.97,95.0,0,0,9,9
DNR-01922,8,3150.42,393.8,275.0,0,0,2,8
DNR-01923,2,111.24,55.62,22.0,1,1,1,2
DNR-01924,2,78.99,39.5,675.0,0,0,0,2
DNR-01925,5,586.44,117.29,519.0,0,0,0,4
DNR-01926,7,34404.38,4914.91,119.0,0,0,1,7
DNR-01927,4,2866.87,716.72,98.0,0,0,3,3
DNR-01928,10,127638.0,12763.8,36.0,0,1,6,9
DNR-01929,6,4555.42,759.24,52.0,0,1,5,6
DNR-01930,4,867.39,216.85,193.0,0,0,3,4
DNR-01931,8,3260.49,407.56,36.0,0,1,8,8
DNR-01932,7,25412.31,3630.33,8.0,1,2,3,7
DNR-01933,4,21089.74,5272.44,35.0,0,1,2,4
DNR-01934,5,294.28,58.86,214.0,0,0,4,5
DNR-01935,3,312.95,104.32,85.0,0,1,2,3
DNR-01936,4,1007.4,251.85,81.0,0,1,2,4
DNR-01937,5,936.78,187.36,128.0,0,0,2,5
DNR-01938,8,1275.62,159.45,3.0,2,6,8,8
DNR-01939,7,42189.48,6027.07,2.0,1,1,3,7
DNR-01940,4,15145.53,3786.38,0.0,4,4,4,4
DNR-01941,2,264.64,132.32,201.0,0,0,2,2
DNR-01942,4,826.36,206.59,4.0,1,1,3,4
DNR-01943,5,847.46,169.49,364.0,0,0,1,5
DNR-01944,6,2339.81,389.97,0.0,1,3,6,5
DNR-01945,6,734.36,122.39,313.0,0,0,1,6
DNR-01946,6,3175.14,529.19,20.0,1,1,1,6
DNR-01947,2,136.82,68.41,712.0,0,0,0,2
DNR-01948,7,1340.4,191.49,45.0,0,2,7,6
DNR-01949,4,61372.67,15343.17,145.0,0,0,4,4
DNR-01950,5,4790.37,958.07,161.0,0,0,1,5
DNR-01951,8,399.61,49.95,6.0,4,6,8,8
DNR-01952,8,376.65,47.08,4.0,1,1,3,8
DNR-01953,3,3740.63,1246.88,680.0,0,0,0,3
DNR-01954,7,1293.02,184.72,11.0,1,3,6,7
DNR-01955,4,368.48,92.12,42.0,0,2,2,4
DNR-01956,7,359.43,51.35,36.0,0,2,2,7
DNR-01957,5,4075.08,815.02,141.0,0,0,1,5
DNR-01958,6,636.04,106.01,354.0,0,0,1,6
DNR-01959,3,867.62,289.21,39.0,0,1,3,3
DNR-01960,1,92.07,92.07,715.0,0,0,0,1
DNR-01961,4,273.69,68.42,203.0,0,0,1,4
DNR-01962,5,498.24,99.65,1.0,2,5,5,5
DNR-01963,3,569.21,189.74,79.0,0,1,3,3
DNR-01964,5,727.49,145.5,11.0,1,3,5,4
DNR-01965,7,349.56,49.94,201.0,0,0,3,7
DNR-01966,6,1522.0,253.67,41.0,0,1,4,6
DNR-01967,6,762.99,127.16,68.0,0,1,2,6
DNR-01968,3,2401.5,800.5,494.0,0,0,0,3
DNR-01969,7,1023.71,146.24,77.0,0,1,2,7
DNR-01970,6,519.94,86.66,32.0,0,1,1,6
DNR-01971,2,8761.35,4380.68,97.0,0,0,2,2
DNR-01972,9,2601.25,289.03,4.0,3,5,9,8
DNR-01973,5,555.39,111.08,20.0,1,1,2,5
DNR-01974,6,1470.95,245.16,130.0,0,0,2,5
DNR-01975,3,171.15,57.05,1161.0,0,0,0,3
DNR-01976,2,14537.76,7268.88,750.0,0,0,0,2
DNR-01977,5,367.42,73.48,783.0,0,0,0,5
DNR-01978,3,173.5,57.83,457.0,0,0,0,3
DNR-01979,7,32504.02,4643.43,261.0,0,0,3,7
DNR-01980,4,25157.16,6289.29,117.0,0,0,2,4
DNR-01981,5,441.79,88.36,4.0,1,2,5,5
DNR-01982,1,19.31,19.31,924.0,0,0,0,1
DNR-01983,3,404.56,134.85,662.0,0,0,0,2
DNR-01984,7,1269.36,181.34,25.0,1,1,3,6
DNR-01985,6,689.43,114.91,208.0,0,0,1,6
DNR-01986,6,1674.74,279.12,291.0,0,0,2,6
DNR-01987,8,2941.11,367.64,6.0,1,1,4,8
DNR-01988,7,423.78,60.54,45.0,0,1,4,7
DNR-01989,4,999.22,249.8,0.0,3,4,4,4
DNR-01990,5,831.23,166.25,4.0,4,5,5,5
DNR-01991,11,3355.91,305.08,69.0,0,1,3,10
DNR-01992,8,2360.94,295.12,52.0,0,1,6,8
DNR-01993,6,2429.57,404.93,289.0,0,0,2,5
DNR-01994,8,2332.98,291.62,52.0,0,1,5,8
DNR-01995,2,57.26,28.63,960.0,0,0,0,2
DNR-01996,2,1239.74,619.87,682.0,0,0,0,2
DNR-01997,6,568.19,94.7,76.0,0,4,6,5
DNR-01998,5,596.98,119.4,26.0,1,3,5,5
DNR-01999,4,752.06,188.02,33.0,0,1,1,4
DNR-02000,5,2745.88,549.18,106.0,0,0,4,5
DNR-02001,6,32794.29,5465.72,26.0,1,2,6,6
DNR-02002,10,54912.84,5491.28,113.0,0,0,4,8
DNR-02003,11,5036.83,457.89,53.0,0,2,6,10
DNR-02004,3,529.37,176.46,72.0,0,2,3,3
DNR-02005,8,147078.96,18384.87,119.0,0,0,4,8
DNR-02006,6,30100.39,5016.73,196.0,0,0,1,6
DNR-02007,4,572.08,143.02,133.0,0,0,3,4
DNR-02008,9,4109.7,456.63,128.0,0,0,3,9
DNR-02009,4,7683.53,1920.88,37.0,0,2,4,4
DNR-02010,7,751.87,107.41,23.0,1,1,4,7
DNR-02011,7,3675.98,525.14,134.0,0,0,3,7
DNR-02012,7,871.14,124.45,263.0,0,0,2,7
DNR-02013,7,690.38,98.63,20.0,1,2,7,6
DNR-02014,8,1220.57,152.57,70.0,0,1,1,8
DNR-02015,1,31777.01,31777.01,348.0,0,0,1,1
DNR-02016,8,3068.12,383.52,37.0,0,2,8,8
DNR-02017,3,263.11,87.7,15.0,1,1,2,3
DNR-02018,3,147.6,49.2,162.0,0,0,2,3
DNR-02019,4,143322.89,35830.72,491.0,0,0,0,4
DNR-02020,0,0.0,0.0,,0,0,0,0
DNR-02021,4,379.51,94.88,943.0,0,0,0,4
DNR-02022,4,1856.62,464.16,54.0,0,1,1,4
DNR-02023,6,512.36,85.39,13.0,1,2,4,6
DNR-02024,4,214.59,53.65,229.0,0,0,2,4
DNR-02025,3,2141.04,713.68,5.0,1,1,1,3
DNR-02026,7,1863.26,266.18,1.0,3,4,7,7
DNR-02027,3,139.33,46.44,937.0,0,0,0,3
DNR-02028,2,164.91,82.46,68.0,0,1,1,2
DNR-02029,3,448.62,149.54,143.0,0,0,2,3
DNR-02030,5,30021.71,6004.34,621.0,0,0,0,5
DNR-02031,2,344.0,172.0,179.0,0,0,2,2
DNR-02032,5,814.27,162.85,138.0,0,0,4,5
DNR-02033,5,474.78,94.96,72.0,0,1,5,5
DNR-02034,3,65908.14,21969.38,23.0,2,3,3,3
DNR-02035,3,134.19,44.73,19.0,2,2,3,3
DNR-02036,6,569.53,94.92,21.0,1,1,2,5
DNR-02037,3,52638.12,17546.04,142.0,0,0,2,3
DNR-02038,2,1534.47,767.24,650.0,0,0,0,2
DNR-02039,5,1730.2,346.04,8.0,1,3,5,5
DNR-02040,6,2024.62,337.44,306.0,0,0,1,6
DNR-02041,9,868.35,96.48,32.0,0,2,4,8
DNR-02042,2,115.12,57.56,98.0,0,0,2,2
DNR-02043,5,17377.35,3475.47,431.0,0,0,0,5
DNR-02044,3,382.18,127.39,460.0,0,0,0,3
DNR-02045,6,2246.55,374.42,484.0,0,0,0,5
DNR-02046,0,0.0,0.0,,0,0,0,0
DNR-02047,4,2620.42,655.1,125.0,0,0,1,4
DNR-02048,4,264.03,66.01,157.0,0,0,1,4
DNR-02049,8,615.22,76.9,24.0,1,2,8,8
DNR-02050,2,102.12,51.06,618.0,0,0,0,2
DNR-02051,11,4515.22,410.47,55.0,0,1,3,10
DNR-02052,4,16837.32,4209.33,8.0,1,2,2,4
DNR-02053,2,243.35,121.68,37.0,0,1,2,2
DNR-02054,5,477.37,95.47,14.0,1,1,1,5
DNR-02055,5,1063.7,212.74,177.0,0,0,2,5
DNR-02056,5,15825.1,3165.02,355.0,0,0,1,5
DNR-02057,8,5105.1,638.14,22.0,1,1,7,8
DNR-02058,5,1954.59,390.92,23.0,1,1,5,5
DNR-02059,6,717.7,119.62,7.0,1,2,4,6
DNR-02060,6,472.9,78.82,259.0,0,0,1,6
DNR-02061,9,2428.2,269.8,47.0,0,2,8,8
DNR-02062,1,441.78,441.78,447.0,0,0,0,1
DNR-02063,2,504.64,252.32,874.0,0,0,0,2
DNR-02064,6,43886.47,7314.41,335.0,0,0,1,6
DNR-02065,7,921.97,131.71,107.0,0,0,4,7
DNR-02066,5,377.19,75.44,13.0,2,2,5,5
DNR-02067,5,217.48,43.5,502.0,0,0,0,5
DNR-02068,5,812.19,162.44,34.0,0,1,3,5
DNR-02069,6,24557.71,4092.95,397.0,0,0,0,6
DNR-02070,5,1720.25,344.05,2.0,1,1,4,5
DNR-02071,5,282.2,56.44,33.0,0,3,5,5
DNR-02072,11,1696.11,154.19,54.0,0,2,3,10
DNR-02073,7,575.24,82.18,25.0,1,3,7,6
DNR-02074,4,1360.78,340.2,114.0,0,0,2,4
DNR-02075,4,837.93,209.48,89.0,0,1,1,4
DNR-02076,6,1772.05,295.34,218.0,0,0,2,6
DNR-02077,2,92.99,46.5,509.0,0,0,0,2
DNR-02078,7,83947.53,11992.5,73.0,0,1,4,7
DNR-02079,8,2150.84,268.86,394.0,0,0,0,8
DNR-02080,5,939.83,187.97,28.0,1,2,4,5
DNR-02081,2,121.39,60.69,17.0,1,2,2,2
DNR-02082,8,777.96,97.24,384.0,0,0,0,7
DNR-02083,6,976.04,162.67,454.0,0,0,0,6
DNR-02084,2,13307.52,6653.76,50.0,0,1,1,2
DNR-02085,6,70419.38,11736.56,248.0,0,0,1,6
DNR-02086,4,1848.5,462.12,14.0,1,1,4,4
DNR-02087,2,84.55,42.28,529.0,0,0,0,2
DNR-02088,2,73.78,36.89,189.0,0,0,1,2
DNR-02089,7,1672.71,238.96,13.0,1,1,4,7
DNR-02090,3,776.51,258.84,39.0,0,1,3,3
DNR-02091,6,475.32,79.22,23.0,1,1,2,6
DNR-02092,5,2640.79,528.16,1.0,3,5,5,5
DNR-02093,7,1058.16,151.17,399.0,0,0,0,7
DNR-02094,6,497.33,82.89,229.0,0,0,2,6
DNR-02095,2,77.5,38.75,440.0,0,0,0,2
DNR-02096,3,547.47,182.49,5.0,1,2,3,3
DNR-02097,8,734.91,91.86,178.0,0,0,3,8
DNR-02098,2,647.27,323.64,103.0,0,0,1,2
DNR-02099,3,19643.47,6547.82,91.0,0,0,3,3
DNR-02100,4,2687.78,671.94,65.0,0,1,1,4
DNR-02101,2,246.38,123.19,379.0,0,0,0,2
DNR-02102,2,16334.68,8167.34,37.0,0,1,1,2
DNR-02103,7,2521.3,360.19,52.0,0,1,3,7
DNR-02104,3,224.53,74.84,364.0,0,0,1,3
DNR-02105,9,3935.89,437.32,53.0,0,1,3,8
DNR-02106,5,597.68,119.54,13.0,1,2,5,5
DNR-02107,5,650.21,130.04,132.0,0,0,3,5
DNR-02108,3,214.16,71.39,43.0,0,1,3,3
DNR-02109,5,1312.53,262.51,11.0,1,2,3,5
DNR-02110,5,1495.8,299.16,117.0,0,0,1,5
DNR-02111,0,0.0,0.0,,0,0,0,0
DNR-02112,7,585.49,83.64,1.0,2,3,7,6
DNR-02113,2,514.44,257.22,117.0,0,0,2,2
DNR-02114,3,163.15,54.38,871.0,0,0,0,2
DNR-02115,3,1606.9,535.63,1220.0,0,0,0,3
DNR-02116,5,1174.27,234.85,52.0,0,1,1,5
DNR-02117,1,82.93,82.93,397.0,0,0,0,1
DNR-02118,7,1206.38,172.34,2.0,4,7,7,7
DNR-02119,6,361.37,60.23,138.0,0,0,2,6
DNR-02120,1,54.64,54.64,718.0,0,0,0,1
DNR-02121,4,497.16,124.29,107.0,0,0,1,3
DNR-02122,9,45058.88,5006.54,191.0,0,0,1,9
DNR-02123,2,77.24,38.62,269.0,0,0,1,2
DNR-02124,6,41131.53,6855.26,111.0,0,0,2,6
DNR-02125,7,1293.75,184.82,187.0,0,0,1,7
DNR-02126,8,3068.42,383.55,162.0,0,0,4,8
DNR-02127,6,340.93,56.82,558.0,0,0,0,6
DNR-02128,8,1243.83,155.48,28.0,1,1,4,7
DNR-02129,3,130.46,43.49,230.0,0,0,1,3
DNR-02130,8,1175.92,146.99,35.0,0,1,2,7
DNR-02131,7,445.75,63.68,70.0,0,1,2,7
DNR-02132,5,1142.01,228.4,2.0,1,1,3,5
DNR-02133,6,663.05,110.51,3.0,2,5,6,6
DNR-02134,1,33.41,33.41,330.0,0,0,1,1
DNR-02135,5,19619.13,3923.83,654.0,0,0,0,5
DNR-02136,6,1350.25,225.04,68.0,0,1,4,6
DNR-02137,2,162.21,81.1,660.0,0,0,0,2
DNR-02138,10,3119.1,311.91,11.0,2,2,10,10
DNR-02139,3,982.51,327.5,53.0,0,1,3,3
DNR-02140,6,702.34,117.06,560.0,0,0,0,6
DNR-02141,1,12.89,12.89,741.0,0,0,0,1
DNR-02142,6,878.46,146.41,5.0,3,4,6,6
DNR-02143,2,102.92,51.46,44.0,0,2,2,2
DNR-02144,6,64031.44,10671.91,15.0,1,2,3,6
DNR-02145,5,2331.59,466.32,73.0,0,1,1,5
DNR-02146,5,38100.27,7620.05,1.0,2,4,5,5
DNR-02147,4,306.3,76.58,8.0,1,2,4,4
DNR-02148,6,75585.06,12597.51,13.0,4,6,6,6
DNR-02149,5,748.18,149.64,92.0,0,0,2,5
DNR-02150,4,1073.96,268.49,126.0,0,0,1,4
DNR-02151,6,902.82,150.47,73.0,0,1,2,6
DNR-02152,7,2539.52,362.79,149.0,0,0,3,7
DNR-02153,7,2839.97,405.71,225.0,0,0,2,7
DNR-02154,5,436.12,87.22,24.0,1,2,5,5
DNR-02155,6,365.59,60.93,29.0,1,1,1,6
DNR-02156,7,41632.13,5947.45,5.0,3,7,7,7
DNR-02157,6,4506.88,751.15,84.0,0,1,6,6
DNR-02158,6,275.08,45.85,10.0,1,2,6,6
DNR-02159,5,322.38,64.48,219.0,0,0,1,5
DNR-02160,2,93.62,46.81,158.0,0,0,2,2
DNR-02161,6,773.68,128.95,111.0,0,0,2,6
DNR-02162,3,436.57,145.52,406.0,0,0,0,3
DNR-02163,3,109.12,36.37,186.0,0,0,1,3
DNR-02164,4,821.24,205.31,180.0,0,0,2,4
DNR-02165,3,77978.45,25992.82,248.0,0,0,1,3
DNR-02166,4,33512.38,8378.1,23.0,1,1,2,4
DNR-02167,4,611.9,152.98,780.0,0,0,0,4
DNR-02168,7,1001.98,143.14,665.0,0,0,0,7
DNR-02169,4,512.66,128.16,17.0,2,2,4,4
DNR-02170,2,77864.09,38932.04,853.0,0,0,0,2
DNR-02171,7,749.12,107.02,26.0,1,2,6,7
DNR-02172,6,605.76,100.96,31.0,0,4,6,6
DNR-02173,1,12.35,12.35,603.0,0,0,0,1
DNR-02174,2,60513.64,30256.82,156.0,0,0,2,2
DNR-02175,3,2615.26,871.75,96.0,0,0,1,3
DNR-02176,6,2017.8,336.3,277.0,0,0,1,6
DNR-02177,6,375.3,62.55,109.0,0,0,4,6
DNR-02178,4,290.72,72.68,665.0,0,0,0,4
DNR-02179,5,18498.99,3699.8,52.0,0,1,3,5
DNR-02180,5,563.57,112.71,165.0,0,0,4,5
DNR-02181,8,1454.65,181.83,296.0,0,0,2,8
DNR-02182,4,817.5,204.38,207.0,0,0,2,4
DNR-02183,7,2048.6,292.66,18.0,1,2,6,7
DNR-02184,5,1320.75,264.15,11.0,1,1,2,5
DNR-02185,1,23.82,23.82,4.0,1,1,1,1
DNR-02186,7,809.47,115.64,327.0,0,0,1,7
DNR-02187,7,1911.47,273.07,50.0,0,1,3,7
DNR-02188,8,34832.27,4354.03,30.0,1,2,8,8
DNR-02189,3,203.66,67.89,47.0,0,2,3,3
DNR-02190,8,2511.23,313.9,284.0,0,0,2,8
DNR-02191,1,90.55,90.55,911.0,0,0,0,1
DNR-02192,5,1491.65,298.33,54.0,0,1,2,5
DNR-02193,4,4059.43,1014.86,48.0,0,2,2,4
DNR-02194,4,217.81,54.45,79.0,0,1,1,4
DNR-02195,3,653.4,217.8,43.0,0,1,2,3
DNR-02196,2,67.34,33.67,128.0,0,0,2,2
DNR-02197,6,81119.76,13519.96,298.0,0,0,1,6
DNR-02198,8,616.31,77.04,52.0,0,1,8,8
DNR-02199,4,99747.83,24936.96,557.0,0,0,0,4
DNR-02200,1,14.3,14.3,149.0,0,0,1,1
DNR-02201,5,79525.29,15905.06,56.0,0,2,3,5
DNR-02202,8,33089.16,4136.15,89.0,0,1,3,8
DNR-02203,5,210.94,42.19,34.0,0,2,3,5
DNR-02204,7,1810.02,258.57,36.0,0,1,5,7
DNR-02205,4,236.6,59.15,66.0,0,1,2,4
DNR-02206,3,95.06,31.69,233.0,0,0,2,3
DNR-02207,10,70063.66,7006.37,151.0,0,0,3,10
DNR-02208,7,172771.46,24681.64,311.0,0,0,1,7
DNR-02209,4,258.55,64.64,155.0,0,0,2,4
DNR-02210,3,145.88,48.63,63.0,0,1,3,3
DNR-02211,8,843.22,105.4,10.0,1,3,8,8
DNR-02212,9,401.9,44.66,3.0,3,8,9,9
DNR-02213,7,1273.72,181.96,62.0,0,1,1,6
DNR-02214,9,4259.95,473.33,41.0,0,6,9,7
DNR-02215,7,1402.8,200.4,70.0,0,2,6,7
DNR-02216,6,1506.9,251.15,54.0,0,1,4,6
DNR-02217,9,1111.13,123.46,15.0,1,1,2,9
DNR-02218,2,92.68,46.34,27.0,1,2,2,2
DNR-02219,8,1251.0,156.38,60.0,0,1,5,8
DNR-02220,8,8151.62,1018.95,306.0,0,0,1,8
DNR-02221,5,340.29,68.06,4.0,2,5,5,5
DNR-02222,6,30764.08,5127.35,201.0,0,0,1,6
DNR-02223,5,2108.23,421.65,584.0,0,0,0,5
DNR-02224,4,235.29,58.82,134.0,0,0,2,4
DNR-02225,6,1764.71,294.12,12.0,1,3,6,6
DNR-02226,3,457.12,152.37,368.0,0,0,0,3
DNR-02227,6,567.67,94.61,109.0,0,0,1,6
DNR-02228,5,277.22,55.44,32.0,0,1,2,5
DNR-02229,3,129.88,43.29,452.0,0,0,0,3
DNR-02230,7,1511.61,215.94,95.0,0,0,2,7
DNR-02231,4,229.25,57.31,292.0,0,0,1,4
DNR-02232,3,826.31,275.44,234.0,0,0,1,3
DNR-02233,1,52.98,52.98,1428.0,0,0,0,1
DNR-02234,3,75963.33,25321.11,81.0,0,1,1,2
DNR-02235,11,2018.55,183.5,20.0,1,1,9,10
DNR-02236,6,777.24,129.54,5.0,5,6,6,5
DNR-02237,6,33892.74,5648.79,27.0,1,3,6,6
DNR-02238,2,349.52,174.76,665.0,0,0,0,2
DNR-02239,8,1758.22,219.78,33.0,0,1,4,8
DNR-02240,9,4609.96,512.22,146.0,0,0,2,9
DNR-02241,6,630.51,105.08,72.0,0,1,2,6
DNR-02242,3,588.16,196.05,69.0,0,1,2,3
DNR-02243,2,120.47,60.24,179.0,0,0,2,2
DNR-02244,4,1291.14,322.79,55.0,0,1,2,4
DNR-02245,3,787.17,262.39,20.0,1,1,3,3
DNR-02246,4,126994.06,31748.52,30.0,1,1,4,4
DNR-02247,8,887.97,111.0,151.0,0,0,2,8
DNR-02248,9,2343.23,260.36,28.0,1,1,2,9
DNR-02249,4,152756.23,38189.06,91.0,0,0,1,4
DNR-02250,5,1165.23,233.05,66.0,0,1,1,5
DNR-02251,8,1690.33,211.29,12.0,1,1,2,8
DNR-02252,5,4920.79,984.16,624.0,0,0,0,5
DNR-02253,9,4617.26,513.03,1.0,1,1,2,8
DNR-02254,8,36280.1,4535.01,4.0,2,4,8,8
DNR-02255,10,1012.27,101.23,125.0,0,0,2,10
DNR-02256,7,4352.3,621.76,77.0,0,1,6,7
DNR-02257,3,20450.39,6816.8,188.0,0,0,2,3
DNR-02258,3,595.01,198.34,928.0,0,0,0,3
DNR-02259,7,3523.85,503.41,68.0,0,1,6,7
DNR-02260,7,51091.64,7298.81,5.0,1,1,2,7
DNR-02261,6,25511.37,4251.89,364.0,0,0,1,6
DNR-02262,5,2291.45,458.29,209.0,0,0,1,5
DNR-02263,1,40.91,40.91,1.0,1,1,1,1
DNR-02264,7,1313.55,187.65,37.0,0,1,4,7
DNR-02265,8,2767.67,345.96,34.0,0,3,8,7
DNR-02266,4,590.38,147.6,134.0,0,0,1,4
DNR-02267,4,189.2,47.3,418.0,0,0,0,4
DNR-02268,7,424.74,60.68,34.0,0,2,7,6
DNR-02269,3,312.21,104.07,25.0,1,1,2,3
DNR-02270,2,255.58,127.79,156.0,0,0,2,2
DNR-02271,7,1762.35,251.76,107.0,0,0,2,7
DNR-02272,5,273.92,54.78,152.0,0,0,3,5
DNR-02273,1,83.59,83.59,10.0,1,1,1,1
DNR-02274,5,400.49,80.1,125.0,0,0,5,5
DNR-02275,8,1730.11,216.26,89.0,0,1,1,8
DNR-02276,4,234.6,58.65,195.0,0,0,1,4
DNR-02277,5,2649.21,529.84,277.0,0,0,2,5
DNR-02278,5,765.12,153.02,60.0,0,1,3,5
DNR-02279,4,523.72,130.93,35.0,0,1,1,4
DNR-02280,6,287.77,47.96,54.0,0,3,4,6
DNR-02281,3,177.02,59.01,757.0,0,0,0,3
DNR-02282,5,364.14,72.83,19.0,1,2,4,5
DNR-02283,5,274.52,54.9,448.0,0,0,0,4
DNR-02284,4,744.63,186.16,21.0,1,4,4,4
DNR-02285,7,310.89,44.41,7.0,2,7,7,6
DNR-02286,10,2327.79,232.78,58.0,0,1,1,10
DNR-02287,9,234357.5,26039.72,12.0,1,6,9,8
DNR-02288,7,1097.95,156.85,91.0,0,0,7,7
DNR-02289,8,110382.05,13797.76,4.0,1,3,8,8
DNR-02290,3,146.6,48.87,333.0,0,0,1,3
DNR-02291,5,668.9,133.78,50.0,0,1,3,5
DNR-02292,9,2258.66,250.96,45.0,0,1,9,8
DNR-02293,6,3947.7,657.95,226.0,0,0,1,6
DNR-02294,2,116.19,58.1,593.0,0,0,0,2
DNR-02295,9,902.38,100.26,56.0,0,1,4,9
DNR-02296,6,63025.48,10504.25,9.0,1,1,2,5
DNR-02297,5,1086.16,217.23,14.0,2,3,5,5
DNR-02298,2,109.5,54.75,25.0,1,1,2,2
DNR-02299,4,1726.28,431.57,198.0,0,0,2,4
DNR-02300,8,3555.58,444.45,100.0,0,0,8,8
DNR-02301,10,2339.67,233.97,2.0,1,3,6,9
DNR-02302,7,35991.62,5141.66,121.0,0,0,3,7
DNR-02303,10,3820.29,382.03,170.0,0,0,2,8
DNR-02304,6,1135.86,189.31,20.0,1,1,1,4
DNR-02305,2,106.43,53.22,951.0,0,0,0,2
DNR-02306,4,5486.77,1371.69,84.0,0,1,2,4
