donor_id,age_group,location,donor_since,donor_type
DNR-02254,35-44,FL,2025-06-01,Corporate
DNR-02255,35-44,PA,2022-09-17,Individual
DNR-02256,35-44,MI,2024-09-15,Individual
DNR-02257,18-24,TX,2023-06-08,Corporate
DNR-02258,25-34,OH,2021-09-25,Individual
DNR-02259,45-54,WA,2024-11-23,Individual
DNR-02260,55-64,MI,2022-05-16,Corporate
DNR-02261,35-44,TX,2022-01-23,Corporate
DNR-02262,45-54,IL,2022-11-03,Individual
DNR-02263,35-44,MI,2025-11-23,Individual
DNR-02264,25-34,GA,2023-09-29,Individual
DNR-02265,18-24,NC,2025-06-08,Individual
DNR-02266,45-54,NC,2023-03-06,Individual
DNR-02267,35-44,PA,2023-02-06,Individual
DNR-02268,45-54,CO,2024-12-30,Individual
DNR-02269,45-54,WA,2023-10-11,Individual
DNR-02270,18-24,FL,2025-06-08,Individual
DNR-02271,25-34,FL,2022-02-20,Individual
DNR-02272,35-44,TX,2022-09-19,Individual
DNR-02273,45-54,TX,2025-09-22,Individual
DNR-02274,35-44,PA,2025-03-20,Individual
DNR-02275,35-44,MI,2022-04-17,Individual
DNR-02276,35-44,OH,2022-11-20,Individual
DNR-02277,35-44,OH,2023-01-23,Individual
DNR-02278,25-34,WA,2021-02-20,Individual
DNR-02279,25-34,NC,2021-06-05,Individual
DNR-02280,18-24,IL,2023-11-17,Individual
DNR-02281,18-24,NY,2022-04-12,Individual
DNR-02282,25-34,PA,2024-01-24,Individual
DNR-02283,55-64,WA,2022-05-28,Individual
DNR-02284,45-54,TX,2025-09-28,Individual
DNR-02285,45-54,IL,2025-10-18,Individual
DNR-02286,35-44,PA,2021-01-18,Individual
DNR-02287,65+,MI,2025-05-23,Major Donor
DNR-02288,35-44,NC,2025-04-01,Individual
DNR-02289,55-64,FL,2025-04-08,Foundation
DNR-02290,25-34,FL,2022-04-10,Individual
DNR-02291,45-54,GA,2023-11-23,Individual
DNR-02292,35-44,CA,2025-01-19,Individual
DNR-02293,35-44,CO,2022-10-04,Individual
DNR-02294,35-44,NC,2023-05-06,Individual
DNR-02295,45-54,TX,2021-03-03,Individual
DNR-02296,18-24,WA,2022-09-18,Foundation
DNR-02297,25-34,OH,2025-09-05,Individual
DNR-02298,55-64,CO,2024-11-05,Individual
DNR-02299,45-54,MI,2024-01-07,Individual
DNR-02300,25-34,PA,2025-05-28,Individual
DNR-02301,45-54,MI,2024-03-09,Individual
DNR-02302,65+,FL,2024-03-21,Corporate
DNR-02303,35-44,GA,2023-03-12,Individual
DNR-02304,65+,WA,2021-08-11,Individual
DNR-02305,25-34,NC,2022-09-16,Individual
DNR-02306,45-54,GA,2021-12-30,Individual
DNR-02307,18-24,OH,2021-02-24,Individual
DNR-02308,35-44,NC,2022-08-05,Individual
DNR-02309,35-44,NY,2021-05-24,Individual
DNR-02310,65+,OH,2021-12-18,Individual
DNR-02311,25-34,OH,2021-11-18,Major Donor
DNR-02312,35-44,FL,2023-09-07,Individual
DNR-02313,35-44,CO,2021-09-24,Corporate
DNR-02314,45-54,IL,2024-09-23,Individual
DNR-02315,45-54,GA,2024-04-18,Individual
DNR-02316,65+,GA,2022-07-19,Individual
DNR-02317,45-54,FL,2021-05-12,Individual
DNR-02318,45-54,GA,2023-12-13,Individual
DNR-02319,18-24,CA,2023-08-01,Individual
DNR-02320,65+,PA,2022-08-13,Individual
DNR-02321,55-64,OH,2024-12-05,Individual
DNR-02322,55-64,OH,2024-06-09,Individual
DNR-02323,45-54,OH,2022-05-26,Individual
DNR-02324,45-54,CO,2023-07-27,Individual
DNR-02325,45-54,NY,2024-03-10,Individual
DNR-02326,25-34,WA,2022-05-06,Corporate
DNR-02327,65+,CO,2024-01-07,Individual
DNR-02328,25-34,GA,2025-01-27,Individual
DNR-02329,45-54,PA,2023-04-23,Major Donor
DNR-02330,35-44,PA,2021-06-06,Individual
DNR-02331,25-34,NC,2023-04-20,Individual
DNR-02332,18-24,CO,2021-04-02,Individual
DNR-02333,35-44,CO,2024-10-15,Individual
DNR-02334,35-44,NY,2023-03-29,Corporate
DNR-02335,65+,PA,2022-05-29,Individual
DNR-02336,35-44,CA,2024-10-04,Individual
DNR-02337,25-34,GA,2021-06-19,Individual
DNR-02338,25-34,TX,2021-10-15,Individual
DNR-02339,45-54,TX,2021-12-16,Individual
DNR-02340,45-54,TX,2022-08-26,Individual
DNR-02341,18-24,IL,2021-06-08,Individual
DNR-02342,25-34,CO,2021-11-11,Individual
DNR-02343,45-54,GA,2021-03-12,Corporate
DNR-02344,45-54,NC,2024-11-27,Individual
DNR-02345,45-54,CA,2024-08-05,Individual
DNR-02346,35-44,MI,2023-03-11,Individual
DNR-02347,35-44,FL,2021-01-10,Individual
DNR-02348,25-34,CA,2022-05-27,Individual
DNR-02349,65+,PA,2021-02-02,Individual
DNR-02350,45-54,FL,2025-08-08,Individual
DNR-02351,55-64,TX,2021-07-17,Individual
DNR-02352,35-44,CA,2025-01-22,Individual
DNR-02353,45-54,FL,2025-07-29,Individual
DNR-02354,45-54,OH,2024-07-03,Individual
DNR-02355,25-34,PA,2021-09-05,Individual
DNR-02356,45-54,NY,2021-12-22,Individual
DNR-02357,25-34,WA,2023-03-09,Individual
DNR-02358,45-54,NY,2025-07-28,Individual
DNR-02359,35-44,MI,2021-05-18,Corporate
DNR-02360,25-34,NC,2023-10-21,Major Donor
DNR-02361,55-64,TX,2025-06-09,Major Donor
DNR-02362,45-54,WA,2022-05-31,Foundation
DNR-02363,65+,CO,2024-11-27,Individual
DNR-02364,45-54,CO,2021-09-30,Individual
DNR-02365,45-54,CA,2022-10-14,Major Donor
DNR-02366,65+,GA,2022-11-18,Individual
DNR-02367,45-54,NC,2023-02-23,Individual
DNR-02368,18-24,NY,2024-04-18,Individual
DNR-02369,25-34,FL,2024-06-16,Individual
DNR-02370,25-34,CA,2025-02-20,Individual
DNR-02371,35-44,FL,2021-05-03,Individual
DNR-02372,45-54,FL,2021-11-07,Individual
DNR-02373,65+,CO,2025-01-25,Individual
DNR-02374,25-34,WA,2025-12-02,Individual
DNR-02375,35-44,OH,2025-05-31,Individual
DNR-02376,55-64,FL,2024-08-20,Individual
DNR-02377,35-44,FL,2025-10-01,Individual
DNR-02378,65+,FL,2024-01-10,Individual
DNR-02379,45-54,MI,2025-06-30,Individual
DNR-02380,35-44,GA,2025-11-23,Individual
DNR-02381,55-64,CA,2024-07-13,Individual
DNR-02382,65+,FL,2022-01-30,Individual
DNR-02383,45-54,FL,2021-09-15,Individual
DNR-02384,35-44,GA,2022-04-29,Individual
DNR-02385,25-34,OH,2022-09-30,Individual
DNR-02386,35-44,MI,2021-12-28,Individual
DNR-02387,25-34,GA,2023-07-08,Foundation
DNR-02388,35-44,OH,2021-06-13,Foundation
DNR-02389,35-44,MI,2021-12-10,Individual
DNR-02390,25-34,GA,2025-02-14,Individual
DNR-02391,35-44,CA,2021-02-10,Individual
DNR-02392,35-44,NC,2025-04-04,Corporate
DNR-02393,25-34,OH,2021-11-09,Individual
DNR-02394,35-44,NC,2023-08-08,Individual
DNR-02395,35-44,CO,2024-05-26,Individual
DNR-02396,65+,NY,2023-08-20,Individual
DNR-02397,45-54,PA,2021-01-27,Corporate
DNR-02398,35-44,OH,2023-10-04,Individual
DNR-02399,35-44,WA,2025-03-01,Individual
DNR-02400,55-64,CA,2024-04-19,Individual
DNR-02401,25-34,OH,2023-02-28,Foundation
DNR-02402,55-64,PA,2022-06-07,Individual
DNR-02403,45-54,PA,2023-11-10,Individual
DNR-02404,35-44,OH,2024-11-27,Individual
DNR-02405,35-44,PA,2025-02-15,Individual
DNR-02406,18-24,WA,2024-07-16,Individual
DNR-02407,45-54,WA,2024-08-14,Individual
DNR-02408,45-54,WA,2021-10-29,Individual
DNR-02409,25-34,CA,2025-09-20,Individual
DNR-02410,35-44,CO,2024-08-12,Individual
DNR-02411,25-34,FL,2024-04-15,Major Donor
DNR-02412,55-64,IL,2025-11-30,Individual
DNR-02413,65+,WA,2024-11-17,Individual
DNR-02414,45-54,CO,2023-02-23,Individual
DNR-02415,45-54,PA,2025-11-16,Individual
DNR-02416,45-54,CO,2025-07-26,Individual
DNR-02417,18-24,TX,2023-03-27,Individual
DNR-02418,25-34,CO,2025-07-30,Individual
DNR-02419,45-54,CO,2023-05-06,Individual
DNR-02420,35-44,CO,2023-06-02,Individual
DNR-02421,25-34,CA,2021-10-03,Individual
DNR-02422,25-34,FL,2023-07-12,Individual
DNR-02423,55-64,FL,2021-05-01,Individual
DNR-02424,55-64,GA,2022-06-16,Major Donor
DNR-02425,25-34,WA,2024-07-07,Corporate
DNR-02426,25-34,CA,2021-12-07,Individual
DNR-02427,18-24,FL,2022-07-21,Individual
DNR-02428,55-64,NY,2023-09-06,Individual
DNR-02429,65+,WA,2021-05-06,Individual
DNR-02430,18-24,FL,2024-04-07,Individual
DNR-02431,35-44,NC,2023-12-06,Individual
DNR-02432,35-44,PA,2025-04-09,Individual
DNR-02433,35-44,PA,2024-05-22,Individual
DNR-02434,65+,WA,2022-10-08,Individual
DNR-02435,18-24,PA,2023-03-28,Individual
DNR-02436,25-34,GA,2025-11-24,Individual
DNR-02437,45-54,TX,2025-11-18,Individual
DNR-02438,55-64,IL,2021-02-22,Individual
DNR-02439,25-34,GA,2024-12-03,Individual
DNR-02440,55-64,NC,2024-06-20,Individual
DNR-02441,18-24,WA,2023-04-27,Individual
DNR-02442,45-54,NY,2025-07-23,Individual
DNR-02443,45-54,FL,2025-07-12,Individual
DNR-02444,45-54,CA,2024-05-27,Individual
DNR-02445,65+,GA,2022-12-15,Individual
DNR-02446,65+,CO,2024-09-10,Corporate
DNR-02447,25-34,TX,2023-02-28,Individual
DNR-02448,45-54,CO,2025-11-17,Individual
DNR-02449,35-44,CA,2023-10-31,Individual
DNR-02450,65+,GA,2022-09-10,Individual
DNR-02451,65+,GA,2021-12-11,Corporate
DNR-02452,25-34,TX,2024-09-19,Individual
DNR-02453,45-54,CA,2025-03-23,Foundation
DNR-02454,18-24,PA,2023-06-10,Major Donor
DNR-02455,25-34,IL,2023-02-25,Individual
DNR-02456,55-64,CA,2024-09-25,Individual
DNR-02457,45-54,CO,2024-09-24,Individual
DNR-02458,45-54,FL,2023-10-05,Individual
DNR-02459,45-54,WA,2024-03-25,Individual
DNR-02460,45-54,CO,2022-12-04,Individual
DNR-02461,45-54,NC,2025-01-24,Individual
DNR-02462,25-34,IL,2025-10-20,Individual
DNR-02463,25-34,PA,2021-08-25,Individual
DNR-02464,25-34,CA,2025-02-25,Individual
DNR-02465,55-64,OH,2024-03-19,Individual
DNR-02466,35-44,MI,2024-03-27,Individual
DNR-02467,35-44,OH,2024-01-02,Individual
DNR-02468,55-64,TX,2022-10-17,Individual
DNR-02469,45-54,CA,2023-12-01,Individual
DNR-02470,55-64,PA,2023-03-21,Individual
DNR-02471,35-44,FL,2021-10-24,Individual
DNR-02472,25-34,IL,2023-10-21,Individual
DNR-02473,55-64,CO,2021-10-26,Individual
DNR-02474,35-44,CO,2021-03-12,Individual
DNR-02475,55-64,MI,2021-09-10,Individual
DNR-02476,25-34,IL,2023-09-07,Individual
DNR-02477,18-24,PA,2024-12-13,Foundation
DNR-02478,25-34,CO,2021-11-09,Individual
DNR-02479,45-54,TX,2025-07-18,Individual
DNR-02480,35-44,WA,2025-10-21,Individual
DNR-02481,18-24,OH,2025-10-04,Individual
DNR-02482,35-44,PA,2022-11-23,Individual
DNR-02483,18-24,CO,2025-04-01,Individual
DNR-02484,65+,CO,2022-08-03,Individual
DNR-02485,25-34,PA,2025-10-20,Individual
DNR-02486,55-64,NY,2025-03-21,Individual
DNR-02487,35-44,WA,2025-10-07,Foundation
DNR-02488,35-44,GA,2021-12-02,Individual
DNR-02489,25-34,CO,2022-08-20,Corporate
DNR-02490,18-24,CO,2022-02-05,Individual
DNR-02491,45-54,TX,2025-10-20,Individual
DNR-02492,35-44,TX,2023-02-11,Foundation
DNR-02493,65+,TX,2021-04-26,Individual
DNR-02494,35-44,PA,2021-04-18,Individual
DNR-02495,25-34,CO,2024-04-30,Individual
DNR-02496,25-34,OH,2023-04-08,Individual
DNR-02497,45-54,TX,2023-09-28,Individual
DNR-02498,55-64,WA,2024-08-29,Individual
DNR-02499,35-44,WA,2024-09-10,Individual
DNR-02500,45-54,PA,2023-02-22,Individual
DNR-02501,25-34,GA,2021-01-24,Individual
DNR-02502,35-44,NY,2024-08-06,Individual
DNR-02503,45-54,IL,2024-04-16,Individual
DNR-02504,55-64,TX,2024-11-21,Individual
DNR-02505,45-54,OH,2023-02-26,Individual
DNR-02506,25-34,CA,2022-09-04,Individual
DNR-02507,55-64,TX,2025-01-01,Corporate
DNR-02508,18-24,NC,2023-04-11,Individual
DNR-02509,55-64,GA,2025-08-02,Individual
DNR-02510,45-54,CO,2021-05-11,Individual
DNR-02511,25-34,FL,2025-08-04,Individual
DNR-02512,25-34,MI,2024-09-10,Corporate
DNR-02513,45-54,PA,2024-11-24,Individual
DNR-02514,45-54,WA,2021-09-09,Individual
DNR-02515,25-34,NY,2021-11-27,Individual
DNR-02516,35-44,PA,2021-06-23,Major Donor
DNR-02517,65+,WA,2024-01-20,Individual
DNR-02518,18-24,NC,2021-01-01,Individual
DNR-02519,45-54,TX,2025-05-23,Individual
DNR-02520,35-44,PA,2024-03-27,Individual
DNR-02521,25-34,CA,2024-05-26,Individual
DNR-02522,25-34,FL,2024-09-19,Individual
DNR-02523,55-64,TX,2021-10-18,Individual
DNR-02524,45-54,IL,2024-05-18,Individual
DNR-02525,35-44,NC,2021-09-21,Individual
DNR-02526,45-54,TX,2022-06-07,Individual
DNR-02527,65+,WA,2023-03-31,Individual
DNR-02528,25-34,FL,2023-05-22,Foundation
DNR-02529,25-34,WA,2021-05-25,Individual
DNR-02530,45-54,MI,2024-11-28,Individual
DNR-02531,35-44,TX,2024-09-08,Individual
DNR-02532,35-44,OH,2023-05-10,Individual
DNR-02533,45-54,CA,2023-02-16,Individual
DNR-02534,25-34,NC,2022-07-08,Individual
DNR-02535,45-54,PA,2023-04-14,Individual
DNR-02536,25-34,FL,2022-11-15,Individual
DNR-02537,35-44,FL,2022-07-15,Individual
DNR-02538,55-64,CA,2023-02-15,Foundation
DNR-02539,55-64,MI,2021-12-26,Individual
DNR-02540,25-34,PA,2025-08-10,Individual
DNR-02541,35-44,IL,2024-12-05,Individual
DNR-02542,18-24,PA,2024-05-29,Individual
DNR-02543,35-44,CO,2025-03-20,Individual
DNR-02544,45-54,MI,2024-10-20,Foundation
DNR-02545,45-54,IL,2025-10-07,Individual
DNR-02546,45-54,WA,2021-01-20,Individual
DNR-02547,45-54,IL,2021-09-16,Individual
DNR-02548,45-54,PA,2021-04-19,Corporate
DNR-02549,45-54,OH,2024-12-19,Individual
DNR-02550,35-44,PA,2024-12-18,Individual
DNR-02551,35-44,OH,2025-06-24,Individual
DNR-02552,55-64,FL,2023-12-03,Foundation
DNR-02553,25-34,IL,2022-09-18,Individual
DNR-02554,55-64,WA,2023-04-13,Individual
DNR-02555,25-34,CA,2021-06-12,Individual
DNR-02556,25-34,IL,2021-12-05,Individual
DNR-02557,55-64,NY,2024-02-09,Corporate
DNR-02558,65+,TX,2023-05-19,Individual
DNR-02559,45-54,WA,2023-09-10,Individual
DNR-02560,35-44,MI,2023-12-27,Individual
DNR-02561,45-54,CO,2022-01-25,Corporate
DNR-02562,45-54,FL,2023-05-21,Individual
DNR-02563,65+,NC,2025-02-22,Individual
DNR-02564,45-54,TX,2024-11-01,Individual
DNR-02565,55-64,FL,2024-10-13,Foundation
DNR-02566,55-64,NC,2021-12-25,Individual
DNR-02567,35-44,OH,2022-12-25,Foundation
DNR-02568,25-34,WA,2021-12-16,Individual
DNR-02569,55-64,CA,2022-05-27,Individual
DNR-02570,35-44,FL,2022-08-18,Individual
DNR-02571,45-54,FL,2021-01-05,Individual
DNR-02572,65+,NC,2022-09-17,Corporate
DNR-02573,65+,MI,2025-08-19,Corporate
DNR-02574,35-44,MI,2025-10-04,Individual
DNR-02575,35-44,NY,2023-08-01,Individual
DNR-02576,25-34,PA,2022-12-18,Corporate
DNR-02577,35-44,CA,2021-01-19,Individual
DNR-02578,25-34,CA,2023-12-20,Individual
DNR-02579,55-64,IL,2023-09-26,Individual
DNR-02580,35-44,PA,2022-04-09,Individual
DNR-02581,45-54,IL,2023-05-28,Corporate
DNR-02582,45-54,GA,2021-08-11,Major Donor
DNR-02583,45-54,NY,2021-11-28,Individual
DNR-02584,45-54,CA,2023-01-06,Corporate
DNR-02585,25-34,OH,2022-01-24,Individual
DNR-02586,18-24,WA,2025-03-04,Individual
DNR-02587,65+,IL,2022-02-12,Foundation
DNR-02588,45-54,WA,2021-09-01,Individual
DNR-02589,55-64,OH,2025-01-02,Individual
DNR-02590,45-54,OH,2023-10-25,Individual
DNR-02591,25-34,NY,2021-09-27,Individual
DNR-02592,35-44,WA,2021-09-16,Individual
DNR-02593,55-64,OH,2022-04-30,Individual
DNR-02594,35-44,IL,2024-05-07,Individual
DNR-02595,55-64,FL,2022-08-01,Individual
DNR-02596,35-44,FL,2024-06-18,Individual
DNR-02597,55-64,CO,2022-07-30,Individual
DNR-02598,35-44,GA,2022-05-22,Individual
DNR-02599,25-34,CO,2024-12-17,Individual
DNR-02600,25-34,MI,2023-10-26,Individual
DNR-02601,25-34,TX,2024-07-12,Individual
DNR-02602,65+,TX,2023-04-02,Individual
DNR-02603,25-34,NY,2023-05-24,Individual
DNR-02604,35-44,WA,2023-02-18,Individual
DNR-02605,35-44,NY,2022-04-19,Individual
DNR-02606,18-24,CA,2023-11-11,Individual
DNR-02607,65+,CO,2022-07-06,Individual
DNR-02608,55-64,TX,2023-05-07,Individual
DNR-02609,45-54,PA,2021-03-25,Individual
DNR-02610,35-44,MI,2022-03-11,Individual
DNR-02611,25-34,GA,2021-07-26,Individual
DNR-02612,25-34,WA,2023-01-15,Individual
DNR-02613,55-64,TX,2021-01-28,Individual
DNR-02614,55-64,CO,2022-11-10,Individual
DNR-02615,45-54,FL,2025-05-14,Individual
DNR-02616,45-54,CA,2024-08-24,Individual
DNR-02617,45-54,CA,2021-08-06,Individual
DNR-02618,65+,WA,2021-03-26,Individual
DNR-02619,45-54,CA,2025-08-02,Individual
DNR-02620,45-54,IL,2021-06-03,Foundation
DNR-02621,55-64,NC,2025-01-25,Individual
DNR-02622,25-34,OH,2025-01-16,Individual
DNR-02623,55-64,NC,2024-02-02,Individual
DNR-02624,35-44,CO,2022-12-13,Corporate
DNR-02625,18-24,OH,2021-08-29,Corporate
DNR-02626,35-44,NY,2023-12-09,Foundation
DNR-02627,45-54,TX,2021-12-08,Individual
DNR-02628,45-54,CO,2022-08-17,Individual
DNR-02629,35-44,WA,2022-01-25,Individual
DNR-02630,65+,TX,2023-12-27,Corporate
DNR-02631,35-44,OH,2023-06-16,Individual
DNR-02632,25-34,NY,2023-04-01,Individual
DNR-02633,45-54,NY,2021-11-24,Individual
DNR-02634,35-44,CO,2025-06-08,Individual
DNR-02635,55-64,IL,2023-12-12,Individual
DNR-02636,25-34,FL,2024-12-21,Individual
DNR-02637,35-44,WA,2021-04-04,Individual
DNR-02638,25-34,TX,2021-10-31,Foundation
DNR-02639,18-24,FL,2022-07-08,Corporate
DNR-02640,25-34,WA,2025-08-14,Individual
DNR-02641,65+,PA,2022-12-13,Individual
DNR-02642,55-64,IL,2021-06-20,Foundation
DNR-02643,55-64,IL,2025-01-18,Individual
DNR-02644,45-54,NY,2022-10-27,Major Donor
DNR-02645,45-54,IL,2025-08-15,Individual
DNR-02646,18-24,WA,2021-12-28,Individual
DNR-02647,55-64,CA,2025-11-13,Individual
DNR-02648,35-44,WA,2025-01-19,Individual
DNR-02649,45-54,NC,2022-06-12,Corporate
DNR-02650,25-34,IL,2022-02-27,Individual
DNR-02651,55-64,OH,2022-02-22,Individual
DNR-02652,45-54,OH,2021-11-15,Individual
DNR-02653,35-44,GA,2023-01-25,Individual
DNR-02654,55-64,TX,2022-01-07,Individual
DNR-02655,65+,TX,2022-01-22,Individual
DNR-02656,35-44,TX,2024-08-19,Individual
DNR-02657,45-54,CA,2025-08-02,Individual
DNR-02658,25-34,WA,2021-10-21,Individual
DNR-02659,35-44,CO,2023-04-05,Individual
DNR-02660,45-54,OH,2025-03-17,Individual
DNR-02661,55-64,WA,2023-02-26,Individual
DNR-02662,55-64,IL,2021-03-31,Individual
DNR-02663,45-54,NY,2021-10-20,Foundation
DNR-02664,45-54,PA,2025-06-10,Individual
DNR-02665,25-34,GA,2025-10-13,Individual
DNR-02666,35-44,TX,2025-04-05,Individual
DNR-02667,25-34,NY,2022-09-22,Individual
DNR-02668,45-54,CA,2024-01-19,Individual
DNR-02669,25-34,IL,2021-02-13,Individual
DNR-02670,55-64,TX,2021-07-30,Individual
DNR-02671,18-24,OH,2021-01-03,Corporate
DNR-02672,45-54,FL,2023-03-01,Individual
DNR-02673,55-64,CA,2024-11-02,Individual
DNR-02674,25-34,CA,2023-10-05,Individual
DNR-02675,45-54,CA,2022-08-01,Individual
DNR-02676,65+,NY,2023-01-09,Corporate
DNR-02677,35-44,PA,2024-05-23,Individual
DNR-02678,35-44,WA,2024-05-13,Individual
DNR-02679,55-64,PA,2024-11-08,Individual
DNR-02680,65+,WA,2025-11-28,Individual
DNR-02681,55-64,CO,2023-01-26,Foundation
DNR-02682,18-24,TX,2025-06-24,Individual
DNR-02683,35-44,OH,2025-05-12,Individual
DNR-02684,55-64,GA,2023-07-04,Individual
DNR-02685,45-54,CO,2025-07-27,Individual
DNR-02686,35-44,TX,2022-07-25,Individual
DNR-02687,35-44,GA,2022-01-08,Individual
DNR-02688,65+,MI,2023-05-19,Individual
DNR-02689,25-34,WA,2025-06-14,Individual
DNR-02690,45-54,NC,2022-05-19,Individual
DNR-02691,45-54,FL,2023-12-30,Individual
DNR-02692,45-54,NC,2023-02-27,Individual
DNR-02693,55-64,FL,2024-03-29,Individual
DNR-02694,35-44,FL,2024-12-10,Individual
DNR-02695,45-54,TX,2025-10-09,Individual
DNR-02696,35-44,TX,2021-08-14,Individual
DNR-02697,55-64,NC,2022-08-27,Individual
DNR-02698,55-64,NY,2023-05-13,Individual
DNR-02699,65+,CO,2025-03-10,Individual
DNR-02700,18-24,OH,2021-10-21,Individual
DNR-02701,25-34,MI,2023-02-01,Individual
DNR-02702,45-54,TX,2021-06-01,Individual
DNR-02703,25-34,FL,2021-03-03,Individual
DNR-02704,55-64,OH,2021-06-07,Individual
DNR-02705,35-44,TX,2021-11-03,Individual
DNR-02706,65+,GA,2025-03-13,Individual
DNR-02707,35-44,WA,2023-04-23,Individual
DNR-02708,25-34,NY,2024-11-24,Individual
DNR-02709,55-64,NC,2024-08-08,Individual
DNR-02710,55-64,WA,2021-11-25,Individual
DNR-02711,45-54,IL,2025-11-29,Individual
DNR-02712,45-54,OH,2024-03-17,Individual
DNR-02713,25-34,OH,2021-11-18,Individual
DNR-02714,35-44,NY,2021-09-14,Individual
DNR-02715,55-64,NC,2022-03-25,Individual
DNR-02716,55-64,GA,2024-05-24,Individual
DNR-02717,45-54,OH,2023-09-05,Individual
DNR-02718,35-44,OH,2021-12-04,Individual
DNR-02719,25-34,PA,2022-02-03,Individual
DNR-02720,35-44,FL,2024-05-20,Individual
DNR-02721,25-34,FL,2022-08-01,Individual
DNR-02722,65+,FL,2024-05-07,Individual
DNR-02723,65+,FL,2024-02-04,Individual
DNR-02724,45-54,NY,2022-07-06,Individual
DNR-02725,35-44,NY,2024-02-29,Major Donor
DNR-02726,35-44,PA,2022-10-07,Individual
DNR-02727,35-44,FL,2025-03-20,Individual
DNR-02728,45-54,TX,2022-10-07,Individual
DNR-02729,35-44,CO,2024-12-10,Individual
DNR-02730,55-64,TX,2023-10-29,Individual
DNR-02731,35-44,MI,2021-02-18,Individual
DNR-02732,35-44,TX,2025-11-15,Corporate
DNR-02733,55-64,CA,2024-10-29,Individual
DNR-02734,25-34,WA,2025-01-11,Individual
DNR-02735,45-54,NC,2024-09-01,Individual
DNR-02736,45-54,NC,2023-11-24,Major Donor
DNR-02737,55-64,PA,2025-04-24,Individual
DNR-02738,55-64,OH,2022-08-19,Individual
DNR-02739,55-64,OH,2021-03-23,Corporate
DNR-02740,45-54,CA,2022-05-05,Individual
DNR-02741,65+,CA,2021-11-09,Individual
DNR-02742,55-64,IL,2025-07-07,Individual
DNR-02743,55-64,CA,2024-01-26,Corporate
DNR-02744,35-44,IL,2023-10-19,Individual
DNR-02745,45-54,PA,2021-11-27,Individual
DNR-02746,45-54,GA,2021-07-02,Individual
DNR-02747,65+,GA,2022-06-13,Major Donor
DNR-02748,65+,MI,2024-08-24,Corporate
DNR-02749,55-64,OH,2023-09-27,Individual
DNR-02750,65+,TX,2023-04-18,Corporate
DNR-02751,55-64,PA,2023-06-22,Individual
DNR-02752,35-44,GA,2023-02-05,Individual
DNR-02753,65+,NY,2022-06-23,Corporate
DNR-02754,18-24,FL,2024-06-25,Major Donor
DNR-02755,18-24,CA,2024-12-04,Individual
DNR-02756,45-54,CA,2022-08-19,Individual
DNR-02757,35-44,CA,2022-04-02,Individual
DNR-02758,45-54,GA,2022-12-16,Individual
DNR-02759,45-54,OH,2021-08-12,Individual
DNR-02760,35-44,CA,2025-04-23,Individual
DNR-02761,45-54,FL,2022-10-12,Individual
DNR-02762,25-34,GA,2024-12-09,Individual
DNR-02763,65+,TX,2021-03-20,Individual
DNR-02764,45-54,MI,2024-08-04,Individual
DNR-02765,65+,PA,2025-05-05,Individual
DNR-02766,35-44,NY,2025-06-06,Individual
DNR-02767,65+,WA,2022-03-10,Corporate
DNR-02768,45-54,CA,2023-05-17,Individual
DNR-02769,35-44,IL,2021-10-18,Individual
DNR-02770,55-64,NC,2025-11-25,Individual
DNR-02771,25-34,NY,2022-03-15,Individual
DNR-02772,35-44,IL,2021-07-09,Corporate
DNR-02773,65+,GA,2021-12-03,Individual
DNR-02774,55-64,CO,2023-09-01,Individual
DNR-02775,45-54,OH,2023-06-14,Individual
DNR-02776,55-64,MI,2025-08-13,Individual
DNR-02777,45-54,MI,2022-02-11,Individual
DNR-02778,65+,CO,2021-10-24,Individual
DNR-02779,45-54,NY,2025-03-02,Individual
DNR-02780,65+,GA,2021-11-05,Corporate
DNR-02781,55-64,WA,2025-11-06,Individual
DNR-02782,45-54,GA,2023-04-13,Individual
DNR-02783,45-54,WA,2025-09-01,Corporate
DNR-02784,25-34,FL,2024-03-30,Individual
DNR-02785,55-64,MI,2023-05-11,Individual
DNR-02786,25-34,FL,2023-02-13,Individual
DNR-02787,18-24,PA,2024-10-23,Individual
DNR-02788,35-44,CA,2021-02-03,Individual
DNR-02789,65+,OH,2024-12-03,Individual
DNR-02790,55-64,OH,2023-04-21,Individual
DNR-02791,35-44,TX,2023-12-08,Major Donor
DNR-02792,25-34,MI,2023-07-29,Individual
DNR-02793,35-44,WA,2021-11-30,Individual
DNR-02794,45-54,CO,2024-11-11,Individual
DNR-02795,65+,CA,2024-06-24,Foundation
DNR-02796,25-34,WA,2021-06-29,Individual
DNR-02797,35-44,GA,2021-02-03,Individual
DNR-02798,65+,CA,2025-03-16,Individual
DNR-02799,45-54,NY,2024-07-21,Individual
DNR-02800,35-44,FL,2024-09-29,Individual
